event_id,session_id,mode,event_type,event_ts,device_type,os,route_id,vehicle_id,from_station_id,to_station_id,latitude,longitude,speed_kmh,dwell_seconds,door_open,passenger_delta,load_factor,validator_id,inspector_id,incident_code,inspection_outcome,city,country,province
E200023,S3676959544,skytrain,gps_ping,2024-03-31 01:23:51,validator_gate,Embedded,R100,V0558,S003,S021,49.195846,-123.202137,35.17133040577494,35,False,0,0.52,,,NONE,,Vancouver,CA,BC
E200024,S8528616811,skytrain,tap_off,2024-02-16 10:07:03,vehicle_avl_unit,Linux,R001,V0506,S002,S020,49.348321,-123.097045,32.283207951639646,49,False,-3,0.59,VAL01776,,NONE,,Vancouver,CA,BC
E200025,S3351197343,bus,gps_ping,2025-03-01 11:27:33,validator_gate,RTOS,R086,V0699,S021,S027,49.197631,-123.11378,35.8335320556745,27,False,0,0.11,,,NONE,,Vancouver,CA,BC
E200026,S2032313630,bus,tap_on,2024-11-09 21:02:13,vehicle_avl_unit,Android,R039,V0359,S026,S029,49.399176,-123.064233,19.44617739293101,11,False,8,0.58,VAL01749,,NONE,,Vancouver,CA,BC
E200027,S1441804316,bus,tap_on,2025-02-23 18:24:16,onboard_sensor,Android,R081,V0396,S028,S024,49.308425,-123.020659,23.346550615533413,7,False,1,0.54,VAL00729,,MEDICAL,,Vancouver,CA,BC
E200028,S8530997437,bus,gps_ping,2025-02-28 04:21:10,handheld_validator,Embedded,R063,V0738,S006,S011,49.165185,-123.017606,22.252271519062145,21,False,0,0.31,,,NONE,,Vancouver,CA,BC
E200029,S1263480828,skytrain,speed_alert,2024-07-07 13:32:30,handheld_validator,Embedded,R031,V0164,S018,S016,49.40095,-123.050177,41.13855199511613,16,False,0,0.88,,,NONE,,Vancouver,CA,BC
E200030,S8505524086,skytrain,tap_on,2024-08-17 12:47:56,onboard_sensor,iOS,R045,V0733,S014,S030,49.207987,-123.113783,31.0271048718968,46,False,1,0.46,VAL00138,,NONE,,Vancouver,CA,BC
E200031,S2261747968,bus,tap_on,2024-11-08 12:35:56,onboard_sensor,Embedded,R063,V0010,S006,S009,49.166883,-122.998806,23.545989824263966,0,False,2,0.47,VAL01841,,NONE,,Vancouver,CA,BC
E200032,S2310691599,bus,departure,2025-03-20 06:19:02,handheld_validator,Embedded,R115,V0093,S001,S027,49.257649,-123.006617,12.30287232928123,30,False,0,0.49,,,NONE,,Vancouver,CA,BC
E200033,S7214488905,skytrain,tap_on,2024-04-23 10:38:33,vehicle_avl_unit,RTOS,R077,V0370,S007,S021,49.354103,-123.193747,49.81264626563918,40,False,4,0.37,VAL01493,,OBSTRUCTION,,Vancouver,CA,BC
E200034,S8925985078,bus,tap_on,2025-06-20 22:53:39,handheld_validator,Linux,R036,V0484,S023,S003,49.219549,-123.089352,22.673761593153372,32,False,3,0.83,VAL00710,,NONE,,Vancouver,CA,BC
E200035,S4949136090,seabus,fare_inspection,2024-06-11 12:13:38,handheld_validator,Embedded,R102,V0693,S003,S026,49.200675,-123.207389,26.89993722033708,17,False,0,0.64,VAL00081,INS0275,NONE,pass,Vancouver,CA,BC
E200036,S8144611805,bus,tap_on,2024-10-07 05:54:03,validator_gate,Embedded,R026,V0248,S004,S010,49.186235,-123.03837,31.95147900496246,10,False,5,0.32,VAL02085,,NONE,,Vancouver,CA,BC
E200037,S7761878393,skytrain,tap_off,2025-04-11 02:41:48,vehicle_avl_unit,RTOS,R049,V0307,S027,S026,49.392356,-123.035087,52.10832520448071,8,False,-3,0.94,VAL01424,,NONE,,Vancouver,CA,BC
E200038,S2532331440,bus,door_open,2024-07-02 19:52:04,handheld_validator,iOS,R037,V0419,S006,S019,49.1679,-123.015527,33.553158481927625,11,True,0,0.58,,,NONE,,Vancouver,CA,BC
E200039,S7461949603,bus,speed_alert,2025-02-16 02:07:33,vehicle_avl_unit,iOS,R117,V0579,S004,S026,49.18613,-123.0302,23.280630376244346,20,False,0,0.54,,,NONE,,Vancouver,CA,BC
E200040,S8051027977,bus,tap_on,2024-07-19 05:33:48,onboard_sensor,RTOS,R087,V0727,S015,S019,49.314397,-123.228847,33.99122904346401,49,False,4,0.59,VAL00729,,NONE,,Vancouver,CA,BC
E200041,S1796285237,bus,speed_alert,2025-01-02 13:04:01,validator_gate,Embedded,R013,V0545,S025,S012,49.28806,-123.199792,28.46634708140267,35,False,0,0.15,,,NONE,,Vancouver,CA,BC
E200042,S6555891688,skytrain,tap_on,2024-04-17 23:37:12,vehicle_avl_unit,Android,R055,V0729,S024,S006,49.24742,-123.118649,45.304203222134994,40,False,6,0.59,VAL00711,,NONE,,Vancouver,CA,BC
E200043,S3824049770,bus,door_close,2025-01-25 21:19:08,onboard_sensor,Linux,R067,V0420,S005,S019,49.297736,-123.070681,31.737630701924406,41,False,0,1.0,,,NONE,,Vancouver,CA,BC
E200044,S2907679442,skytrain,tap_off,2025-04-09 08:51:37,validator_gate,iOS,R097,V0801,S030,S006,49.171223,-123.156376,43.549583539813014,11,False,-3,0.79,VAL00965,,NONE,,Vancouver,CA,BC
E200045,S6879200739,bus,speed_alert,2025-06-17 02:01:28,validator_gate,Android,R078,V0695,S008,S027,49.204046,-123.190091,28.71879207985317,18,False,0,0.52,,,NONE,,Vancouver,CA,BC
E200046,S1128808814,bus,door_open,2024-07-19 13:11:19,validator_gate,Android,R066,V0506,S001,S012,49.247974,-123.009921,19.776241491911644,9,True,0,0.54,,,NONE,,Vancouver,CA,BC
E200047,S3267502928,bus,tap_on,2024-06-17 22:14:05,vehicle_avl_unit,Android,R050,V0403,S028,S006,49.302363,-123.025834,31.10362613524749,30,False,2,0.0,VAL02284,,OBSTRUCTION,,Vancouver,CA,BC
E200048,S2242573601,skytrain,gps_ping,2024-08-24 03:23:05,validator_gate,iOS,R106,V0156,S025,S009,49.301306,-123.19055,29.497999413832197,2,False,0,0.36,,,NONE,,Vancouver,CA,BC
E200049,S4725834925,skytrain,departure,2024-08-31 02:43:50,vehicle_avl_unit,Linux,R037,V0089,S017,S028,49.185351,-123.013402,48.740982031649196,43,False,0,0.95,,,NONE,,Vancouver,CA,BC
E200050,S6913150247,bus,tap_on,2024-06-24 09:21:24,validator_gate,Android,R110,V0471,S001,S018,49.246029,-123.015815,12.662951427947352,40,False,1,0.74,VAL01532,,NONE,,Vancouver,CA,BC
E200051,S3112317308,wce,incident_report,2025-01-21 06:25:35,vehicle_avl_unit,Linux,R056,V0817,S017,S030,49.173856,-123.021382,49.086092811829374,13,False,0,0.22,,,NONE,,Vancouver,CA,BC
E200052,S3489489780,bus,gps_ping,2024-08-18 19:40:39,vehicle_avl_unit,iOS,R110,V0544,S002,S014,49.330798,-123.088345,22.722039345008767,21,False,0,0.3,,,NONE,,Vancouver,CA,BC
E200053,S9836949803,skytrain,departure,2024-07-31 08:55:03,vehicle_avl_unit,Linux,R092,V0607,S005,S007,49.303541,-123.067803,48.3633777789077,3,False,0,0.32,,,NONE,,Vancouver,CA,BC
E200054,S4532717194,skytrain,tap_on,2025-01-25 22:28:41,vehicle_avl_unit,iOS,R002,V0147,S002,S017,49.332382,-123.099864,33.54838924951446,18,False,3,0.89,VAL02005,,OBSTRUCTION,,Vancouver,CA,BC
E200055,S6876410077,wce,gps_ping,2024-05-19 23:07:30,cctv,Android,R103,V0179,S005,S029,49.311874,-123.071319,73.45624431307654,27,False,0,0.67,,,NONE,,Vancouver,CA,BC
E200056,S2827386313,bus,gps_ping,2024-06-25 05:52:26,handheld_validator,Linux,R090,V0335,S005,S009,49.298863,-123.080681,21.265182318610783,24,False,0,0.67,,,NONE,,Vancouver,CA,BC
E200057,S5004038832,bus,gps_ping,2024-07-04 16:15:20,cctv,Embedded,R010,V0638,S028,S020,49.3148,-123.014669,23.149236401180687,7,False,0,0.34,,,NONE,,Vancouver,CA,BC
E200058,S5643352154,skytrain,arrival,2025-05-04 18:08:14,validator_gate,RTOS,R112,V0757,S027,S012,49.382512,-123.026259,40.558809711377165,14,True,0,0.35,,,NONE,,Vancouver,CA,BC
E200059,S2957820174,bus,arrival,2024-06-17 09:16:47,cctv,iOS,R055,V0022,S019,S027,49.238772,-123.208991,17.730635846538206,9,True,0,0.58,,,NONE,,Vancouver,CA,BC
E200060,S8494114652,skytrain,speed_alert,2025-05-16 13:27:24,handheld_validator,iOS,R092,V0060,S009,S016,49.227591,-123.112977,51.0456893753907,49,False,0,0.53,,,NONE,,Vancouver,CA,BC
E200061,S4103217041,bus,door_close,2024-04-29 06:24:15,validator_gate,iOS,R078,V0139,S008,S016,49.208122,-123.197263,22.00053616242258,30,False,0,0.52,,,NONE,,Vancouver,CA,BC
E200062,S6169027643,wce,tap_off,2024-02-12 15:28:00,handheld_validator,iOS,R110,V0315,S006,S024,49.177341,-123.004363,73.49593009687376,26,False,-2,0.54,VAL00546,,MEDICAL,,Vancouver,CA,BC
E200063,S4355058671,skytrain,door_open,2024-04-07 03:12:28,vehicle_avl_unit,RTOS,R011,V0674,S004,S024,49.178669,-123.035175,47.55126134309097,6,True,0,0.7,,,OBSTRUCTION,,Vancouver,CA,BC
E200064,S6175571259,bus,tap_on,2024-03-23 12:29:53,handheld_validator,iOS,R003,V0637,S008,S006,49.196781,-123.204432,32.30694716120899,15,False,2,0.51,VAL01143,,NONE,,Vancouver,CA,BC
E200065,S2074603896,seabus,gps_ping,2024-01-12 19:08:21,validator_gate,Android,R007,V0261,S021,S020,49.194335,-123.126518,26.36315808300746,18,False,0,0.29,,,NONE,,Vancouver,CA,BC
E200066,S3511039975,bus,gps_ping,2024-12-27 16:17:06,handheld_validator,RTOS,R095,V0830,S025,S002,49.288912,-123.19813,29.25241257696958,8,False,0,0.63,,,NONE,,Vancouver,CA,BC
E200067,S3216085418,wce,tap_on,2025-06-19 02:48:44,handheld_validator,Linux,R009,V0052,S003,S014,49.195974,-123.194704,52.74563868415831,41,False,5,0.61,VAL00812,,MINOR_DELAY,,Vancouver,CA,BC
E200068,S3633743248,bus,gps_ping,2024-04-23 11:31:51,validator_gate,Android,R034,V0414,S005,S001,49.311293,-123.069141,17.37470725450007,35,False,0,0.35,,,NONE,,Vancouver,CA,BC
E200069,S3919184304,bus,gps_ping,2025-01-11 03:00:09,validator_gate,Android,R053,V0785,S010,S016,49.270651,-123.168078,18.14035846789007,14,False,0,0.63,,,NONE,,Vancouver,CA,BC
E200070,S3916208813,skytrain,tap_off,2025-03-14 00:06:31,onboard_sensor,Linux,R022,V0447,S017,S027,49.170171,-123.006963,41.76078884509372,37,False,0,0.4,VAL01327,,OBSTRUCTION,,Vancouver,CA,BC
E200071,S1145032180,bus,gps_ping,2024-10-12 08:48:45,handheld_validator,iOS,R085,V0836,S016,S023,49.313431,-123.198479,29.430203105117855,48,False,0,0.88,,,NONE,,Vancouver,CA,BC
E200072,S3063542348,bus,tap_on,2025-05-23 05:37:25,handheld_validator,Linux,R062,V0814,S025,S013,49.303659,-123.188965,19.697571230217648,26,False,4,0.64,VAL00042,,MINOR_DELAY,,Vancouver,CA,BC
E200073,S8856840522,bus,tap_on,2025-05-12 07:39:40,validator_gate,iOS,R112,V0512,S018,S019,49.386106,-123.055248,20.472200594895266,39,False,1,0.32,VAL02269,,NONE,,Vancouver,CA,BC
E200074,S9220063042,skytrain,gps_ping,2024-08-02 05:29:18,validator_gate,RTOS,R024,V0646,S024,S013,49.230511,-123.112313,46.05235697770549,25,False,0,0.29,,,NONE,,Vancouver,CA,BC
E200075,S3578591000,skytrain,tap_off,2024-06-06 21:45:47,validator_gate,RTOS,R016,V0023,S029,S017,49.184529,-123.196917,44.25097693771938,29,False,-2,0.57,VAL02339,,NONE,,Vancouver,CA,BC
E200076,S3856958982,bus,gps_ping,2024-07-25 22:09:48,handheld_validator,RTOS,R072,V0544,S015,S022,49.313827,-123.225318,46.642866490092715,2,False,0,0.52,,,NONE,,Vancouver,CA,BC
E200077,S8938462242,skytrain,fare_inspection,2024-11-21 16:18:02,vehicle_avl_unit,iOS,R045,V0325,S017,S012,49.183646,-123.016273,44.19390323906965,0,False,0,0.74,VAL00695,INS0055,NONE,pass,Vancouver,CA,BC
E200078,S9248606642,skytrain,gps_ping,2024-09-29 00:56:11,vehicle_avl_unit,iOS,R067,V0320,S026,S020,49.392979,-123.058723,45.977139121202555,4,False,0,0.88,,,NONE,,Vancouver,CA,BC
E200079,S1074275152,wce,tap_off,2024-12-27 20:37:05,handheld_validator,iOS,R046,V0247,S019,S024,49.241848,-123.213273,63.17747823276545,42,False,-3,0.75,VAL01149,,OBSTRUCTION,,Vancouver,CA,BC
E200080,S9153527843,bus,departure,2024-07-12 02:05:08,validator_gate,iOS,R081,V0209,S027,S024,49.386342,-123.018979,23.63331012740219,11,False,0,0.49,,,NONE,,Vancouver,CA,BC
E200081,S7875652258,bus,tap_on,2024-02-16 10:26:42,handheld_validator,Android,R095,V0412,S013,S026,49.265088,-123.054539,26.452020468379512,18,False,2,0.7,VAL01358,,NONE,,Vancouver,CA,BC
E200082,S5141834870,bus,gps_ping,2024-07-03 19:10:45,vehicle_avl_unit,Linux,R105,V0529,S009,S018,49.237463,-123.124489,25.747412989216567,50,False,0,0.48,,,NONE,,Vancouver,CA,BC
E200083,S9610076622,skytrain,tap_off,2025-06-26 21:42:53,handheld_validator,iOS,R035,V0804,S030,S014,49.180017,-123.155315,48.62740307690681,8,False,-1,0.66,VAL02323,,NONE,,Vancouver,CA,BC
E200084,S1010936067,bus,gps_ping,2025-02-02 18:20:23,vehicle_avl_unit,Embedded,R066,V0852,S006,S018,49.174294,-123.015033,28.554319994793502,5,False,0,1.0,,,NONE,,Vancouver,CA,BC
E200085,S5191074178,bus,tap_on,2024-07-06 05:49:41,vehicle_avl_unit,Embedded,R102,V0772,S028,S016,49.312398,-123.022261,15.108100076673825,30,False,1,0.85,VAL00221,,NONE,,Vancouver,CA,BC
E200086,S4926425067,bus,gps_ping,2025-06-24 01:54:01,vehicle_avl_unit,Linux,R035,V0170,S005,S027,49.306065,-123.063468,30.09058208223445,63,False,0,0.41,,,NONE,,Vancouver,CA,BC
E200087,S8322692311,skytrain,door_close,2024-03-30 10:43:23,validator_gate,Android,R106,V0160,S002,S008,49.345301,-123.106387,29.511343303843688,17,False,0,0.3,,,MINOR_DELAY,,Vancouver,CA,BC
E200088,S4958422605,seabus,door_open,2024-05-10 13:08:51,onboard_sensor,Android,R015,V0296,S003,S021,49.206511,-123.199497,24.156588500301964,28,True,0,0.39,,,SECURITY,,Vancouver,CA,BC
E200089,S1247045187,skytrain,tap_off,2024-01-27 05:53:13,validator_gate,iOS,R070,V0294,S012,S028,49.225165,-123.154523,31.38588549245769,18,False,-3,0.72,VAL01801,,NONE,,Vancouver,CA,BC
E200090,S4605972196,bus,gps_ping,2024-02-01 17:20:39,vehicle_avl_unit,Embedded,R037,V0262,S010,S004,49.257482,-123.167501,14.516827899019225,36,False,0,0.11,,,NONE,,Vancouver,CA,BC
E200091,S4573615233,bus,departure,2024-09-01 22:28:56,validator_gate,Embedded,R084,V0673,S020,S030,49.319358,-123.135974,31.80841695801048,47,False,0,0.39,,,NONE,,Vancouver,CA,BC
E200092,S9031026816,skytrain,gps_ping,2025-05-09 02:18:12,vehicle_avl_unit,Embedded,R040,V0370,S014,S013,49.201086,-123.111397,39.37069361767404,22,False,0,0.27,,,NONE,,Vancouver,CA,BC
E200093,S5803160068,bus,arrival,2024-02-22 05:20:20,validator_gate,Linux,R066,V0816,S013,S010,49.280109,-123.045336,21.59666230095623,38,True,0,0.2,,,NONE,,Vancouver,CA,BC
E200094,S8295511604,skytrain,arrival,2024-06-09 06:02:32,validator_gate,Linux,R095,V0095,S012,S001,49.241585,-123.154688,33.85244893238103,37,True,0,0.63,,,NONE,,Vancouver,CA,BC
E200095,S2654621282,wce,gps_ping,2024-05-27 19:19:27,vehicle_avl_unit,iOS,R107,V0855,S011,S017,49.318135,-123.212084,68.10091764879961,6,False,0,0.47,,,NONE,,Vancouver,CA,BC
E200096,S8627233133,skytrain,arrival,2024-10-22 00:30:59,handheld_validator,iOS,R094,V0561,S007,S026,49.361166,-123.195364,34.913403574178254,27,True,0,0.25,,,NONE,,Vancouver,CA,BC
E200097,S9011125459,skytrain,departure,2024-02-18 20:56:37,validator_gate,Android,R104,V0081,S001,S008,49.260827,-123.007322,39.7332080064897,22,False,0,0.69,,,MEDICAL,,Vancouver,CA,BC
E200098,S6720882777,seabus,tap_off,2024-05-09 22:27:17,vehicle_avl_unit,Linux,R037,V0065,S014,S026,49.211439,-123.124635,26.799230782621756,11,False,-2,0.26,VAL00593,,NONE,,Vancouver,CA,BC
E200099,S4375225101,skytrain,fare_inspection,2025-04-14 20:01:05,validator_gate,Embedded,R058,V0414,S021,S026,49.197137,-123.121853,48.94819082760834,29,False,0,0.63,VAL01641,INS0098,NONE,pass,Vancouver,CA,BC
E200100,S8698587156,skytrain,gps_ping,2024-09-05 04:59:43,vehicle_avl_unit,RTOS,R073,V0596,S005,S016,49.314368,-123.073715,47.20602045840504,1,False,0,0.61,,,NONE,,Vancouver,CA,BC
E200101,S4846408972,wce,fare_inspection,2024-11-17 08:00:25,vehicle_avl_unit,Linux,R108,V0673,S028,S019,49.311829,-123.019818,65.48064738577061,9,False,0,0.61,VAL01532,INS0242,NONE,pass,Vancouver,CA,BC
E200102,S9051684582,bus,gps_ping,2025-01-23 10:35:34,handheld_validator,Embedded,R113,V0878,S026,S025,49.395558,-123.057843,29.636396945018724,5,False,0,0.04,,,NONE,,Vancouver,CA,BC
E200103,S1033032766,bus,gps_ping,2024-01-19 18:03:57,cctv,Embedded,R082,V0190,S024,S005,49.229996,-123.11002,19.134545240352658,47,False,0,0.27,,,OBSTRUCTION,,Vancouver,CA,BC
E200104,S9129931197,bus,gps_ping,2025-04-07 09:03:41,validator_gate,Linux,R104,V0048,S021,S027,49.200089,-123.122528,30.645262683752605,0,False,0,0.46,,,NONE,,Vancouver,CA,BC
E200105,S6053215379,skytrain,fare_inspection,2024-07-03 23:16:14,handheld_validator,iOS,R041,V0896,S010,S014,49.265765,-123.165285,26.28199120806611,0,False,0,0.73,VAL00941,INS0279,NONE,pass,Vancouver,CA,BC
E200106,S2381298834,bus,door_open,2024-12-15 22:45:13,handheld_validator,iOS,R022,V0247,S008,S005,49.207888,-123.192436,19.54330759656819,24,True,0,0.52,,,OBSTRUCTION,,Vancouver,CA,BC
E200107,S3376225457,bus,door_close,2025-06-15 07:16:36,validator_gate,RTOS,R006,V0530,S001,S030,49.25155,-123.016322,13.715334338650983,23,False,0,0.49,,,NONE,,Vancouver,CA,BC
E200108,S8806338366,skytrain,departure,2024-11-11 17:51:57,vehicle_avl_unit,Linux,R071,V0739,S008,S030,49.213441,-123.194826,40.12611734325182,0,False,0,0.53,,,MINOR_DELAY,,Vancouver,CA,BC
E200109,S6309884735,wce,gps_ping,2024-11-10 20:53:24,validator_gate,RTOS,R032,V0111,S015,S009,49.296298,-123.239197,56.16791149669258,48,False,0,0.55,,,NONE,,Vancouver,CA,BC
E200110,S4282218163,skytrain,tap_on,2024-08-09 00:18:08,handheld_validator,Embedded,R099,V0126,S016,S013,49.302587,-123.19314,40.39182752016061,48,False,6,0.44,VAL00782,,NONE,,Vancouver,CA,BC
E200111,S3467511968,bus,tap_on,2024-07-07 09:09:09,vehicle_avl_unit,Linux,R040,V0119,S015,S024,49.296829,-123.228246,31.531088978311054,12,False,1,0.83,VAL00029,,NONE,,Vancouver,CA,BC
E200112,S1085302087,bus,speed_alert,2024-10-20 10:32:33,cctv,RTOS,R099,V0585,S015,S012,49.299169,-123.22688,10.604632069773967,12,False,0,0.3,,,NONE,,Vancouver,CA,BC
E200113,S1489511371,bus,gps_ping,2024-08-09 17:03:02,handheld_validator,Embedded,R004,V0847,S029,S007,49.187294,-123.193368,25.910328750607352,23,False,0,0.63,,,OBSTRUCTION,,Vancouver,CA,BC
E200114,S5840312217,bus,gps_ping,2025-06-21 07:20:57,vehicle_avl_unit,Android,R019,V0877,S015,S005,49.308943,-123.22818,17.575670413249522,36,False,0,0.1,,,NONE,,Vancouver,CA,BC
E200115,S9032266580,bus,fare_inspection,2024-09-17 17:48:45,vehicle_avl_unit,Embedded,R071,V0785,S014,S002,49.202314,-123.110736,17.120336044661197,34,False,0,0.51,VAL00502,INS0235,NONE,pass,Vancouver,CA,BC
E200116,S1330068883,bus,tap_on,2024-12-28 23:40:24,handheld_validator,Linux,R115,V0051,S008,S005,49.200823,-123.199963,26.191400959896256,11,False,3,0.45,VAL02363,,NONE,,Vancouver,CA,BC
E200117,S9760784932,bus,fare_inspection,2024-02-23 10:37:22,validator_gate,RTOS,R089,V0397,S029,S021,49.191036,-123.1846,32.42074245437149,64,False,0,0.53,VAL00682,INS0135,NONE,pass,Vancouver,CA,BC
E200118,S3258956571,skytrain,departure,2024-05-31 00:36:22,onboard_sensor,Linux,R089,V0865,S030,S004,49.179092,-123.171132,27.947116213240236,57,False,0,0.57,,,NONE,,Vancouver,CA,BC
E200119,S7252254087,skytrain,tap_on,2024-07-15 01:53:33,vehicle_avl_unit,Linux,R057,V0318,S010,S013,49.257374,-123.17315,41.21926617373589,37,False,3,0.55,VAL01040,,SECURITY,,Vancouver,CA,BC
E200120,S5958996809,bus,gps_ping,2024-10-25 05:39:56,onboard_sensor,Linux,R054,V0394,S002,S013,49.335468,-123.106844,28.35355716713184,12,False,0,0.66,,,NONE,,Vancouver,CA,BC
E200121,S8812138982,bus,gps_ping,2025-04-25 11:32:18,handheld_validator,Android,R047,V0270,S015,S013,49.300282,-123.238595,21.572365198595403,51,False,0,0.55,,,NONE,,Vancouver,CA,BC
E200122,S7621525722,skytrain,gps_ping,2024-07-22 01:31:52,validator_gate,iOS,R009,V0520,S029,S021,49.184314,-123.191692,49.97368530456391,0,False,0,0.47,,,NONE,,Vancouver,CA,BC
E200123,S7658034198,bus,tap_on,2024-05-21 00:09:10,vehicle_avl_unit,iOS,R064,V0871,S028,S014,49.303636,-123.015688,27.83145198997242,31,False,8,0.53,VAL00778,,MEDICAL,,Vancouver,CA,BC
E200124,S5356660293,bus,tap_on,2024-09-29 19:33:32,handheld_validator,Android,R011,V0061,S003,S021,49.204636,-123.206191,19.8819771412266,47,False,0,0.54,VAL00945,,NONE,,Vancouver,CA,BC
E200125,S1482370887,bus,tap_on,2025-02-16 21:59:28,vehicle_avl_unit,Linux,R080,V0348,S010,S013,49.270984,-123.165559,34.232553417446574,22,False,1,0.77,VAL02382,,NONE,,Vancouver,CA,BC
E200126,S9251812577,skytrain,gps_ping,2025-06-07 06:37:10,vehicle_avl_unit,Android,R019,V0787,S027,S017,49.382668,-123.034063,39.43934624554595,8,False,0,0.39,,,MINOR_DELAY,,Vancouver,CA,BC
